,location,price,bathrooms,car_parks,property_type,furnishing,main_rooms,extra_room,corner,size
411,City Centre,4130000,5.0,2.0,Condominium (Corner),partly,4,1,True,3713.0
412,KL Sentral,2300000,4.0,2.0,Serviced Residence,unfurnished,3,1,False,1873.0
415,KLCC,1780000,3.0,2.0,Condominium,fully,3,0,False,1232.0
416,Bukit Jalil,900000,3.0,3.0,Condominium (Corner),partly,4,1,True,1513.0
417,Bukit Jalil,597000,2.0,2.0,Condominium,unfurnished,4,0,False,1550.0
418,Bangsar,6380000,5.0,3.0,Condominium (Corner),partly,3,1,True,4025.0
419,Bangsar,6900000,6.0,3.0,Condominium (Corner),partly,4,1,True,4945.0
420,Jalan Klang Lama (Old Klang Road),660000,2.0,2.0,Condominium (Corner),partly,3,0,True,992.0
421,KLCC,3125000,2.0,2.0,Serviced Residence (Intermediate),partly,1,1,False,1421.0
422,KLCC,2480000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,1023.0
423,Damansara Heights,4000000,5.0,2.0,Semi-detached House (Intermediate),partly,4,1,False,3700.0
424,KLCC,1050000,4.0,2.0,Serviced Residence (Corner),partly,3,1,True,1313.0
425,KLCC,1833000,1.0,1.0,Serviced Residence,fully,1,0,False,925.0
427,KLCC,2999000,3.0,3.0,Serviced Residence (EndLot),fully,3,1,False,2066.0
428,Bukit Jalil,638000,1.0,1.0,Serviced Residence (Intermediate),partly,1,1,False,721.0
429,Bangsar,6842500,5.0,4.0,Condominium,partly,3,1,False,4025.0
430,Bangsar,8476050,5.0,4.0,Condominium,partly,4,1,False,5137.0
432,Mont Kiara,1415000,4.0,2.0,Condominium,partly,3,1,False,1496.0
435,KLCC,1380000,4.0,2.0,Serviced Residence (Corner),fully,3,1,True,1701.0
437,Bangsar,8280000,6.0,4.0,Condominium (Corner),partly,4,1,True,5137.0
438,Taman Desa,3690000,5.0,6.0,Semi-detached House,unfurnished,4,1,False,3658.0
439,Sri Petaling,950000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,1,False,1650.0
440,Bukit Jalil,4000000,7.0,4.0,Bungalow (Intermediate),partly,6,1,False,5337.0
441,Bangsar,9960000,7.0,6.0,Condominium,partly,6,0,False,6913.0
442,Bangsar,6660000,5.0,3.0,Condominium (Corner),partly,4,0,True,4771.0
443,Bangsar,6300000,5.0,3.0,Condominium,partly,3,1,False,4025.0
444,Taman Desa,628000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1150.0
445,Taman Desa,628000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1150.0
446,Mont Kiara,1590000,4.0,2.0,Condominium,partly,3,1,False,1878.0
447,KLCC,3330000,3.0,1.0,Serviced Residence (Corner),fully,2,1,True,2789.0
448,Setapak,428000,2.0,2.0,Serviced Residence,partly,3,1,False,918.0
450,Sungai Besi,2250000,5.0,7.0,3-sty Terrace/Link House (Corner),partly,6,0,True,80.0
454,Bangsar,7500000,5.0,4.0,Condominium,partly,3,1,False,4025.0
455,KLCC,1450000,2.0,1.0,Condominium,fully,2,0,False,867.0
457,KLCC,1000000,1.0,1.0,Condominium,partly,1,0,False,751.0
458,Bangsar South,640000,2.0,1.0,Serviced Residence,unfurnished,2,0,False,823.0
459,Bangsar South,840000,2.0,1.0,Serviced Residence,unfurnished,3,0,False,1119.0
460,Mont Kiara,2600000,5.0,3.0,Condominium (Corner),partly,4,1,True,3478.0
461,Taman Tun Dr Ismail,1550000,3.0,2.0,Serviced Residence,unfurnished,2,1,False,1444.0
462,Taman Tun Dr Ismail,2750000,4.0,2.0,Serviced Residence,partly,3,1,False,2426.0
463,Seputeh,5500000,6.0,4.0,Bungalow (Intermediate),fully,5,1,False,5446.0
464,Setapak,428000,2.0,2.0,Serviced Residence,unfurnished,3,1,False,918.0
465,Bukit Tunku (Kenny Hills),14800000,9.0,6.0,Bungalow (Corner),partly,7,1,True,12000.0
466,KLCC,28000000,16.0,10.0,Bungalow,partly,14,0,False,26000.0
467,Taman Tun Dr Ismail,1800000,3.0,3.0,2-sty Terrace/Link House,partly,3,1,False,95.0
468,Sentul,770000,3.0,2.0,Condominium,partly,3,0,False,1186.0
469,Taman Tun Dr Ismail,1650000,3.0,2.0,2-sty Terrace/Link House,unfurnished,4,0,False,95.0
470,Damansara Heights,3600000,7.0,5.0,Bungalow,unfurnished,7,0,False,5000.0
471,Damansara Heights,6500000,6.0,4.0,Bungalow,unfurnished,6,0,False,8500.0
473,KLCC,1200000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,976.0
475,Segambut,720000,3.0,2.0,Condominium (Corner),fully,3,1,True,1577.0
476,Bukit Jalil,1150000,3.0,4.0,Condominium (Corner),partly,5,1,True,1772.0
477,Bukit Jalil,928000,3.0,2.0,Condominium (Corner),partly,4,0,True,1513.0
478,Kepong,1680000,4.0,6.0,2-sty Terrace/Link House (Corner),fully,6,0,True,85.0
479,KLCC,1350000,2.0,1.0,Serviced Residence,fully,1,1,False,900.0
480,Jalan Klang Lama (Old Klang Road),360000,2.0,1.0,Condominium (Intermediate),partly,3,0,False,1088.0
481,KLCC,1000000,1.0,1.0,Condominium (EndLot),partly,1,0,False,751.0
483,Cheras,868000,4.0,2.0,2-sty Terrace/Link House (Intermediate),partly,5,0,False,75.0
484,Mont Kiara,1865000,5.0,3.0,Condominium (Corner),partly,3,1,True,2535.0
485,KLCC,1308000,1.0,1.0,Condominium (Corner),fully,1,1,True,753.0
486,KLCC,1760000,2.0,2.0,Condominium (Corner),fully,2,1,True,1159.0
487,Sungai Besi,568000,2.0,2.0,Condominium (Corner),partly,2,0,True,904.0
488,KLCC,1020000,2.0,1.0,Serviced Residence (Corner),fully,3,0,True,813.0
489,KLCC,2400000,2.0,1.0,Serviced Residence (Corner),fully,2,0,True,1103.0
490,KLCC,1099000,2.0,1.0,Serviced Residence,fully,2,1,False,833.0
491,Desa ParkCity,1850000,3.0,3.0,2-sty Terrace/Link House (Intermediate),partly,3,1,False,75.0
492,KLCC,1550000,2.0,2.0,Serviced Residence (Corner),fully,2,0,True,910.0
493,Mont Kiara,1420000,4.0,2.0,Condominium,fully,4,0,False,1496.0
494,Taman Tun Dr Ismail,1280000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,3,1,False,75.0
496,Taman Tun Dr Ismail,1060000,2.0,2.0,1-sty Terrace/Link House (Intermediate),unfurnished,3,0,False,80.0
497,Mont Kiara,2550000,5.0,2.0,Condominium,partly,4,1,False,2973.0
498,Mont Kiara,1850000,3.0,2.0,Serviced Residence,unfurnished,3,0,False,1573.0
499,Bukit Jalil,980000,3.0,2.0,Condominium (Corner),fully,4,1,True,1513.0
500,Damansara Heights,2650000,5.0,3.0,Serviced Residence,partly,3,1,False,2077.0
502,KLCC,3364000,2.0,2.0,Serviced Residence (Intermediate),fully,2,1,False,1399.0
503,KLCC,1420000,2.0,1.0,Condominium (Corner),partly,2,1,True,976.0
504,KLCC,2889000,2.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,1163.0
507,City Centre,1080000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,1411.0
508,City Centre,916000,1.0,1.0,Condominium,fully,1,0,False,1119.0
510,Mont Kiara,2500000,4.0,4.0,Semi-detached House,partly,5,1,False,3833.0
512,Sungai Besi,2200000,5.0,5.0,Semi-detached House (Intermediate),partly,4,1,False,3282.0
513,Ampang,3600000,4.0,6.0,Bungalow (Intermediate),unfurnished,4,1,False,9670.0
514,Taman Tun Dr Ismail,5000000,5.0,3.0,Bungalow,fully,7,1,False,6000.0
515,Taman Tun Dr Ismail,2780000,3.0,2.0,Semi-detached House,partly,4,0,False,80.0
517,Cheras,600000,3.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,4,0,False,75.0
518,Sungai Besi,1000000,4.0,2.0,3-sty Terrace/Link House (Intermediate),partly,5,0,False,80.0
519,KL Sentral,2434900,4.0,1.0,Serviced Residence,unfurnished,3,1,False,1873.0
520,Damansara Heights,1600000,2.0,1.0,Serviced Residence,partly,1,1,False,1152.0
521,Taman Melawati,2000000,6.0,3.0,Semi-detached House (Intermediate),partly,6,0,False,3200.0
522,Cheras,535000,1.0,1.0,Serviced Residence (Intermediate),partly,1,0,False,762.0
525,Sungai Besi,1300000,6.0,4.0,3-sty Terrace/Link House (Intermediate),partly,4,1,False,80.0
527,KLCC,1200000,3.0,2.0,Serviced Residence,fully,3,0,False,1335.0
528,KL Sentral,2550000,5.0,2.0,Serviced Residence (Corner),partly,3,1,True,1830.0
529,Ampang,2590000,6.0,2.0,Bungalow (Intermediate),partly,5,1,False,80.0
530,Ampang,1480000,4.0,2.0,Condominium (Intermediate),fully,3,1,False,1876.0
531,Sungai Besi,1348000,6.0,4.0,3-sty Terrace/Link House (Intermediate),unfurnished,5,0,False,3216.0
532,Setapak,428000,2.0,2.0,Serviced Residence,partly,3,1,False,918.0
533,Mont Kiara,618000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,462.0
534,Mont Kiara,1590000,3.0,2.0,Condominium,partly,3,1,False,2201.0
536,Mont Kiara,1950000,1.0,3.0,Condominium,partly,4,1,False,1832.0
537,Mont Kiara,1700000,4.0,2.0,Condominium,fully,3,1,False,1496.0
540,Mont Kiara,1950000,4.0,2.0,Condominium,partly,4,1,False,1830.0
541,KLCC,2300000,1.0,2.0,Serviced Residence (Corner),partly,1,0,True,1023.0
542,KLCC,1250000,3.0,2.0,Serviced Residence (Corner),fully,2,1,True,1335.0
543,KLCC,3166000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1423.0
544,Jalan Klang Lama (Old Klang Road),370000,2.0,2.0,Serviced Residence (Intermediate),partly,3,0,False,950.0
546,KLCC,1000000,1.0,1.0,Condominium (EndLot),fully,1,0,False,751.0
547,Bangsar,6700000,6.0,3.0,Condominium (Corner),unfurnished,4,1,True,4771.0
548,Bangsar,6600000,5.0,3.0,Condominium (Corner),unknown,3,1,True,4025.0
549,Bangsar,7400000,5.0,5.0,Condominium,partly,4,1,False,5137.0
551,Damansara Heights,12800000,9.0,10.0,Bungalow (Intermediate),fully,6,1,False,8000.0
552,Damansara Heights,4500000,7.0,3.0,Bungalow,partly,5,1,False,2970.0
553,Bangsar,6800000,6.0,6.0,Bungalow,partly,5,2,False,7416.0
554,KL Eco City,1288972,2.0,1.0,Condominium,fully,2,0,False,1076.0
555,KL Sentral,3700000,3.0,1.0,Serviced Residence,partly,3,0,False,1738.0
556,KLCC,8400000,3.0,2.0,Condominium (Intermediate),unfurnished,3,0,False,2454.0
557,Cheras,410000,2.0,2.0,Condominium (Corner),partly,2,0,True,885.0
558,Taman Tun Dr Ismail,1600000,3.0,2.0,2-sty Terrace/Link House,partly,4,0,False,75.0
559,KLCC,3360000,2.0,2.0,Serviced Residence,partly,1,1,False,1421.0
560,Damansara Heights,1770000,2.0,1.0,Serviced Residence,fully,1,1,False,1152.0
562,Mont Kiara,1860000,4.0,2.0,Condominium (Corner),partly,3,1,True,2070.0
563,KLCC,1450000,2.0,1.0,Serviced Residence (Corner),fully,2,0,True,1050.0
564,Bukit Jalil,1060000,4.0,4.0,Condominium (Corner),partly,4,1,True,1772.0
565,Bukit Jalil,900000,3.0,2.0,Condominium (Corner),partly,4,1,True,1513.0
566,Jalan Klang Lama (Old Klang Road),1080000,4.0,2.0,Condominium (Intermediate),partly,3,1,False,1875.0
567,Pantai,570000,2.0,1.0,Condominium (Corner),partly,3,0,True,1200.0
569,Mont Kiara,1880000,3.0,2.0,Condominium,partly,3,1,False,2243.0
570,Mont Kiara,1685000,3.0,2.0,Condominium,partly,3,1,False,2038.0
571,Bukit Jalil,550000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1073.0
572,KLCC,1000000,1.0,1.0,Condominium,partly,1,0,False,751.0
573,Kepong,490000,3.0,2.0,1.5-sty Terrace/Link House (Intermediate),partly,5,0,False,65.0
574,Kepong,1250000,5.0,4.0,3-sty Terrace/Link House (Intermediate),partly,5,0,False,85.0
576,KLCC,2500000,2.0,1.0,Serviced Residence,partly,1,0,False,1023.0
580,Bukit Bintang,2044800,2.0,1.0,Serviced Residence,fully,2,0,False,912.0
581,Bukit Jalil,1250000,4.0,2.0,Condominium,fully,3,1,False,1700.0
582,KLCC,4950000,4.0,2.0,Serviced Residence (Penthouse),fully,4,0,False,3300.0
583,Mont Kiara,2340000,5.0,3.0,Condominium,partly,4,1,False,0.0
584,Mont Kiara,1698000,4.0,2.0,Condominium,partly,3,1,False,0.0
585,Mont Kiara,1420000,4.0,2.0,Condominium,partly,3,1,False,1496.0
587,Jalan Klang Lama (Old Klang Road),928000,2.0,2.0,Condominium (EndLot),unfurnished,2,2,False,1523.0
588,Bukit Jalil,565000,2.0,2.0,Condominium,partly,3,0,False,1100.0
589,Jalan Klang Lama (Old Klang Road),1550000,4.0,4.0,Condominium (Corner),partly,3,1,True,2638.0
590,Taman Tun Dr Ismail,1800000,3.0,3.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,75.0
591,Damansara Heights,3200000,5.0,4.0,Semi-detached House (EndLot),partly,4,1,False,3670.0
592,Jalan Klang Lama (Old Klang Road),670000,2.0,2.0,Serviced Residence,fully,3,0,False,907.0
593,KLCC,1000000,1.0,1.0,Condominium,partly,1,0,False,657.0
594,City Centre,5999000,4.0,3.0,Condominium (Duplex),fully,3,1,False,3289.0
595,Jalan Klang Lama (Old Klang Road),1350000,4.0,3.0,Condominium (Corner),unfurnished,3,2,True,2128.0
596,Mont Kiara,2230000,5.0,3.0,Condominium,partly,4,1,False,2973.0
597,City Centre,830000,2.0,1.0,Condominium (Intermediate),fully,2,0,False,1072.0
598,City Centre,1100000,4.0,2.0,Condominium (Intermediate),partly,3,1,False,2111.0
599,Damansara Heights,8300000,6.0,4.0,Bungalow (Intermediate),partly,5,1,False,6103.0
600,Sri Hartamas,3450000,5.0,3.0,Bungalow (Intermediate),partly,4,1,False,5200.0
602,KLCC,2300000,2.0,1.0,Serviced Residence,partly,1,0,False,1023.0
603,KLCC,3600000,5.0,2.0,Serviced Residence (Corner),partly,3,1,True,3897.0
604,Mont Kiara,2300000,4.0,2.0,Condominium,unknown,4,1,False,2702.0
605,KLCC,1000000,1.0,1.0,Condominium (EndLot),partly,1,0,False,751.0
606,KLCC,4756000,2.0,2.0,Condominium (Corner),partly,2,0,True,1399.0
607,Mont Kiara,3580000,1.0,4.0,Semi-detached House,unfurnished,4,2,False,1300.0
608,Mont Kiara,1780000,3.0,2.0,Serviced Residence (Corner),partly,3,0,True,1523.0
609,KLCC,1350000,2.0,1.0,Serviced Residence,fully,1,1,False,900.0
611,Sentul,375000,2.0,1.0,Serviced Residence,unfurnished,2,0,False,743.0
612,Bangsar South,380000,1.0,1.0,Apartment,partly,1,1,False,452.0
613,KLCC,970000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,603.0
614,Bukit Jalil,900000,3.0,2.0,Condominium (Corner),partly,4,0,True,1513.0
615,Bukit Jalil,1060000,4.0,4.0,Condominium (Corner),partly,4,1,True,1772.0
616,KLCC,4250000,6.0,2.0,Serviced Residence,fully,4,1,False,3300.0
618,Desa ParkCity,2300000,5.0,3.0,Condominium (Corner),partly,4,1,True,2454.0
619,Taman Tun Dr Ismail,1950000,1.0,3.0,2-sty Terrace/Link House (Corner),partly,4,0,True,3700.0
620,Setapak,520000,2.0,2.0,Condominium (Corner),partly,4,0,True,1450.0
622,KL City,1420000,3.0,2.0,Serviced Residence (Corner),fully,3,1,True,1582.0
623,KL Sentral,1065140,3.0,2.0,Serviced Residence (Corner),partly,3,0,True,1025.0
625,KLCC,1299000,2.0,1.0,Serviced Residence (Corner),fully,2,0,True,900.0
626,Bangsar,7600000,5.0,3.0,Condominium (Corner),unfurnished,4,1,True,4771.0
627,KLCC,1238000,2.0,1.0,Condominium,partly,2,0,False,736.0
628,Mont Kiara,2390000,4.0,3.0,Condominium,unfurnished,4,1,False,3043.0
629,Bukit Jalil,850000,2.0,2.0,Condominium,fully,3,0,False,1335.0
630,Mont Kiara,14500000,8.0,5.0,Bungalow,fully,5,2,False,8600.0
631,KL Sentral,4718680,5.0,4.0,Serviced Residence (Penthouse),partly,4,1,False,3143.0
633,Bangsar,14800000,8.0,6.0,Bungalow (Intermediate),partly,12,0,False,6507.0
634,Mont Kiara,9900000,8.0,2.0,Bungalow (Corner),partly,6,1,True,8700.0
635,Bangsar,5000000,6.0,4.0,Semi-detached House,partly,6,0,False,4800.0
636,Mont Kiara,1850000,3.0,2.0,Condominium,fully,3,1,False,2020.0
637,KLCC,3360000,2.0,2.0,Serviced Residence (Intermediate),partly,2,0,False,1572.0
638,KLCC,1000000,2.0,1.0,Serviced Residence,fully,2,1,False,811.0
640,Taman Desa,3700000,5.0,6.0,Semi-detached House (Intermediate),partly,4,1,False,3040.0
641,Taman Desa,4200000,5.0,4.0,Bungalow (Intermediate),unfurnished,4,1,False,1615.0
642,Bangsar,18000000,7.0,6.0,Bungalow (Intermediate),partly,6,0,False,15000.0
643,Taman Desa,2688888,5.0,9.0,Condominium,partly,5,1,False,4069.0
644,Bangsar,8200000,6.0,5.0,Condominium (Corner),partly,4,1,True,4945.0
645,Mont Kiara,6300000,5.0,6.0,Condominium,partly,4,1,False,8000.0
646,Taman Desa,5500000,7.0,6.0,Bungalow (Intermediate),unfurnished,5,1,False,7100.0
647,Jalan Klang Lama (Old Klang Road),550000,2.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,775.0
648,Taman Desa,3688000,5.0,5.0,4.5-sty Terrace/Link House (Intermediate),partly,4,1,False,1367.0
649,Taman Desa,2680000,5.0,4.0,3-sty Terrace/Link House (Intermediate),partly,3,1,False,80.0
650,KLCC,1000000,2.0,1.0,Serviced Residence (Intermediate),fully,2,1,False,849.0
651,City Centre,1730000,3.0,1.0,Serviced Residence (Corner),fully,2,1,True,1442.0
652,Bukit Tunku (Kenny Hills),5500000,6.0,5.0,Condominium (Penthouse),partly,5,0,False,6900.0
653,Bukit Jalil,900000,3.0,3.0,Condominium (Corner),partly,4,1,True,1513.0
654,Bukit Jalil,1060000,4.0,4.0,Condominium (Corner),partly,4,1,True,1772.0
655,Sungai Besi,630000,2.0,2.0,Serviced Residence,partly,2,1,False,1025.0
656,Bukit Jalil,900000,2.0,2.0,Serviced Residence,partly,3,0,False,1170.0
657,Setapak,428000,1.0,2.0,Serviced Residence (Intermediate),unfurnished,3,0,False,918.0
658,Sungai Besi,800000,3.0,2.0,Serviced Residence,partly,3,0,False,1430.0
659,Bangsar,9000000,6.0,4.0,Bungalow (Intermediate),partly,5,0,False,8000.0
660,Damansara Heights,9600000,9.0,6.0,Bungalow (Corner),partly,7,1,True,7600.0
662,Bukit Jalil,1750000,5.0,3.0,Condominium (Corner),partly,4,1,True,2700.0
664,Wangsa Maju,1613300,4.0,3.0,Condominium (Corner),partly,3,1,True,2336.0
665,Wangsa Maju,500000,2.0,1.0,2-sty Terrace/Link House (Intermediate),partly,3,0,False,55.0
666,KL Eco City,1200000,2.0,1.0,Condominium,partly,2,0,False,969.0
667,Mont Kiara,2285000,6.0,3.0,Condominium (Corner),partly,4,2,True,2874.0
670,Cheras,363000,2.0,1.0,Serviced Residence (Intermediate),partly,3,0,False,950.0
671,Jalan Klang Lama (Old Klang Road),1430000,4.0,3.0,Condominium (Corner),partly,3,1,True,2638.0
672,Segambut,1147000,5.0,5.0,Condominium,partly,5,1,False,2500.0
673,KLCC,1000000,1.0,1.0,Condominium,partly,1,0,False,751.0
674,Mont Kiara,645000,1.0,1.0,Serviced Residence,fully,1,0,False,462.0
675,Desa ParkCity,3560000,5.0,4.0,2-sty Terrace/Link House (Corner),partly,3,1,True,82.0
676,KLCC,1780000,1.0,1.0,Serviced Residence,fully,1,0,False,728.0
677,KLCC,1900000,2.0,1.0,Condominium,partly,2,1,False,915.0
680,KLCC,1000000,1.0,1.0,Condominium (EndLot),partly,1,0,False,751.0
681,KLCC,1450000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1050.0
682,Damansara Heights,18000000,7.0,6.0,Bungalow,fully,7,0,False,16000.0
683,Desa ParkCity,2800000,4.0,3.0,2-sty Terrace/Link House (EndLot),partly,4,1,False,2850.0
684,Desa ParkCity,1150000,2.0,2.0,Condominium (Corner),partly,3,0,True,1580.0
685,KLCC,3354000,2.0,1.0,Serviced Residence (Intermediate),fully,2,0,False,1006.0
686,KLCC,1780000,1.0,1.0,Serviced Residence,fully,1,0,False,728.0
688,Desa ParkCity,1830000,3.0,2.0,2-sty Terrace/Link House (Intermediate),unfurnished,3,1,False,75.0
689,KLCC,3600000,5.0,2.0,Serviced Residence (Corner),partly,3,1,True,3897.0
690,Bukit Bintang,900000,3.0,1.0,Serviced Residence (Intermediate),fully,3,0,False,1063.0
691,Jalan Klang Lama (Old Klang Road),938000,3.0,2.0,Condominium (Intermediate),partly,2,1,False,1523.0
694,Mont Kiara,1800000,4.0,2.0,Condominium,partly,3,1,False,2038.0
696,Setapak,380000,2.0,2.0,Condominium,unfurnished,3,1,False,950.0
697,Mont Kiara,1450000,4.0,2.0,Condominium,partly,3,1,False,1496.0
698,Mont Kiara,1200000,2.0,2.0,Condominium,partly,3,0,False,1200.0
699,Mont Kiara,1850000,4.0,2.0,Condominium,partly,3,1,False,2038.0
700,Bukit Jalil,980000,3.0,2.0,Condominium,partly,4,1,False,1513.0
701,KLCC,1377000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,871.0
702,KLCC,1621000,2.0,2.0,Condominium (Intermediate),partly,3,0,False,1031.0
703,KLCC,1245000,1.0,2.0,Serviced Residence (Intermediate),partly,1,0,False,925.0
704,KLCC,3600000,5.0,2.0,Serviced Residence (Corner),partly,3,1,True,3897.0
705,KLCC,4958000,5.0,4.0,Serviced Residence (Penthouse),fully,4,0,False,2615.0
706,KLCC,1830000,4.0,2.0,Serviced Residence,fully,3,1,False,1426.0
707,KLCC,2688800,5.0,2.0,Condominium (Corner),fully,3,1,True,2593.0
709,KLCC,3291600,3.0,1.0,Serviced Residence (Corner),partly,2,1,True,1688.0
712,Mont Kiara,1100000,2.0,2.0,Condominium,partly,3,0,False,1200.0
713,KLCC,1198800,1.0,1.0,Serviced Residence,fully,1,0,False,636.0
714,KLCC,1250000,1.0,1.0,Serviced Residence (Corner),fully,1,0,True,925.0
715,KLCC,1830000,2.0,1.0,Serviced Residence,partly,1,1,False,1076.0
716,Mont Kiara,1840000,4.0,3.0,Condominium (Corner),partly,3,1,True,2694.0
718,OUG,2398000,3.0,8.0,Semi-detached House,fully,5,0,False,5000.0
719,Bangsar,5800000,6.0,4.0,Bungalow,partly,5,1,False,6600.0
721,Mont Kiara,1690000,4.0,2.0,Condominium (Intermediate),partly,3,1,False,2020.0
722,KL Sentral,1380000,2.0,1.0,Condominium,fully,3,0,False,1500.0
723,Jalan Klang Lama (Old Klang Road),2126000,6.0,6.0,Condominium,unfurnished,5,1,False,5632.0
724,Bangsar,1550000,2.0,2.0,Townhouse (Intermediate),fully,3,0,False,2400.0
725,KLCC,1900000,2.0,1.0,Serviced Residence (Intermediate),fully,1,1,False,1076.0
726,Bangsar,2900000,3.0,4.0,2-sty Terrace/Link House (EndLot),partly,4,1,False,3254.0
727,Mont Kiara,2890000,6.0,3.0,Condominium (Corner),fully,4,1,True,3478.0
728,Mont Kiara,600000,1.0,1.0,Serviced Residence (Intermediate),fully,1,0,False,633.0
729,KLCC,2270000,2.0,1.0,Serviced Residence,fully,1,1,False,1087.0
730,Setapak,418000,2.0,2.0,Serviced Residence (Corner),partly,2,0,True,900.0
731,Cheras,318000,2.0,1.0,Condominium (Intermediate),fully,2,0,False,970.0
732,Cheras,690000,3.0,2.0,2-sty Terrace/Link House (Intermediate),partly,4,0,False,60.0
733,KLCC,1000000,1.0,1.0,Condominium,partly,1,0,False,657.0
737,Sri Petaling,2400000,5.0,6.0,Semi-detached House (Intermediate),partly,5,0,False,4000.0
738,KL Eco City,780000,1.0,1.0,Condominium,partly,1,0,False,657.0
739,Kuchai Lama,700000,3.0,2.0,Condominium (Intermediate),partly,3,1,False,1496.0
740,Bukit Jalil,1068000,3.0,4.0,Condominium (Corner),partly,4,1,True,1772.0
743,KLCC,1420000,2.0,1.0,Condominium (Intermediate),partly,2,0,False,976.0
744,Mont Kiara,2330000,5.0,3.0,Condominium (Corner),partly,4,1,True,2702.0
746,Mont Kiara,1780000,4.0,2.0,Condominium (Corner),partly,3,1,True,2073.0
747,KLCC,1050000,1.0,1.0,Condominium (Intermediate),fully,1,0,False,751.0
748,Bukit Jalil,630000,1.0,2.0,Condominium (Corner),partly,3,0,True,1404.0
749,Cheras,530000,2.0,1.0,Condominium (Intermediate),unfurnished,3,1,False,1394.0
751,KLCC,1637500,2.0,1.0,Condominium,fully,2,0,False,976.0
752,KLCC,7975250,6.0,2.0,Serviced Residence (Penthouse),unfurnished,4,1,False,2975.0
753,Jalan Klang Lama (Old Klang Road),669000,2.0,2.0,Serviced Residence (Intermediate),unfurnished,3,1,False,1094.0
755,Jalan Klang Lama (Old Klang Road),1438000,4.0,4.0,Condominium (Intermediate),unfurnished,3,1,False,2378.0
